ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,Department,Culpa,,
PHYSW4012,,,68459,3,3,1,String Theory,Physics,,,
CHEMW3449,,,96546,0,16,9,Organic Chemistry - Rec,Chemistry,,,
PHYSW3900,,,72049,2,2,1,Supervised Individual Research,Physics,,,
BIOLX2100,,,3925,3,1,0,Molecular and Mendelian Genetics,Biology,5849,,
MECEE4999,MECE,4999,68199,1,15,0,Curricular Practical Training,Mechanical Engineering,,,
ASTRW3601,,,138,3,5,3,"Relatvity,Black Holes,Cosmolgy",Astronomy,5143,,
MATHV3951,,,78297,3,2,2,Undergraduate Seminars I,Math,,,
CLRSW4011,,,65003,3,3,1,"Dostoevsky,Tolstoy and Eng Novel",Other,,,
RUSSV3430,,,68749,3,2,1,Russian For Heritage Speakers,Other,,,
INAFU8778,,,72397,3,1,0,Urban Energy Systems and ,International & public affairs,,,
CHEMX3271,,,435,3,2,2,Inorganic Chemistry,Chemistry,,,
DNCEX2332,,,3016,1,4,3,Modern III,Dance,,,
EEEBG4192,,,29779,3,1,0,Intro to Landscape Analysis,Other,,,
THTRV2004,,,3276,2,1,0,Movement For Actors,Other,,,
MGMTB8523,,,13854,1,2,0,Entrepreneurship Through Acqui,Other,,,
FINCB7309,,,10075,3,4,0,Derivatives,Business,,,
MEBME6310,MECE,6310,71401,3,1,0,Mixt Theories For Biol Tissues,Other,,,
ELENE6713,ELEN,6713,29345,3,2,0,Topic: Coop Wireless Comm,Electrical Engineering,,,
MATHG6190,,,28442,3,4,0,Obstacle Problems,Math,,,
FINCB8310,,,73003,3,17,0,Advanced Intl Corp Fin,Business,,,
LAWL9325,,,16000,2,1,0,"S Computers, Privacy and the Law",Other,,,
LAWL6160,,,13331,2,1,0,Law and Internet Society,Other,,,
CHEMW3450,,,67547,0,5,5,Organic Chemstry II-Rec,Chemistry,,,
BUSIB9802,,,69101,3,1,0,(Phd) Independent Study,Business,,,
DROMB7114,,,17537,3,3,0,Applied Regression Analysis,Other,,,
DTCHW1102,,,29185,4,2,1,Elementary Dutch II,Other,,,
FINCB9319,,,28192,3,1,0,(Phd) Asset Pricing I,Business,,,
CHEMW3448,,,70113,0,19,13,Organic Chemistry - Rec,Chemistry,,,
PHYSC2001,,,87851,3,10,7,Special Relativity,Physics,1538,,
DNCEX3335,,,297,1,4,1,Modern Vi,Dance,,,
FILMX3201,,,2089,3,3,2,Intro Study and Theory of F,Other,,,
CLMEG4241,,,81282,4,2,1,Sufism: Primary Texts/Contexts,English & Comp-Lit,,,
CHEMW3447,,,83780,0,16,11,Organic Chemistry - Rec,Chemistry,,,
ENGLW3393,,,29031,4,1,1,Banned Books,English & Comp-Lit,,,
AHISX3655,,,8335,3,1,0,Discourse Publc Art/Publc Spce,Art History,1725,,
HISTW3100,,,29042,3,1,0,Early Mod Eur: Print and Society,History,5012,,
DNCEX3333,,,2130,0,3,1,Modern V: Graham,Dance,,,
PHYSW4021,,,92803,3,5,2,Quantum Mechanics I,Physics,2542,,
GREKV1101,,,71899,4,1,1,Elementary Greek I,Other,3355,,
JAZZW4920,,,13501,3,1,1,Jazz and Cinema,Other,,,
ENGLW4901,,,66511,3,2,2,History of English,English & Comp-Lit,469,,
ITALW1102,,,24870,4,3,1,Elementary Italian II,Other,5258,,
APMAE9810,APAM,9810,69272,0,2,1,Seas Coll In Climate Sci,Applied Physics/Math,,,
ECONG5412,,,82447,3,1,0,Intro Econometrics Analys,Economics,,,
EEEBW2001,,,17402,3,7,6,Environmental Biology I,Other,6006,,
BIOLX2262,,,3487,3,1,0,Vertebrate Biology,Biology,,,
MECEE8021,MECE,8021,26549,3,3,0,Masters Thesis,Mechanical Engineering,,,
ASTRW4260,,,23412,3,8,7,Modeling the Universe,Astronomy,,,
VIARR3401,,,68867,3,2,2,Printmaking I: Intaglio,Visual Arts,,,
BIOLW4510,,,63496,4,5,1,Genomics of Gene Regulation,Biology,,,
HISTX3865,,,7302,3,2,2,Gender and Power In China,History,,,
PHILV3100,,,72946,3,2,2,Paradoxes,Philosophy,,,
POLSW3680,,,24761,3,1,1,Tpcs In International Security,Political Science,,,
BUECB9211,,,67117,1,1,0,(Phd) Economic Theory IV,Other,,,
CHEMX3326,,,9458,0,2,2,Intro Org Chem - Lab Lecture,Chemistry,,,
HSMEW3151,,,91352,3,1,1,History of Africa Before 1850,Other,,,
CHNSW4014,,,67941,4,2,2,Media Chinese,East Asian Lang. & Cult.,,,
CHNSW4004,,,28937,5,3,2,Advanced Chinese N,East Asian Lang. & Cult.,13,,
POLIW4102,,,29602,3,1,1,Advanced Polish II,Other,,,
HSEAW3865,,,16752,0,2,2,History of Modern Korea-Disc,East Asian Lang. & Cult.,,,
CHEMG8111,,,17968,2,1,1,Nmr Spectroscopy-Inorganc Chem,Chemistry,,,
PHYSW2699,,,16451,3,4,0,Exp'Ts In Classicl/Mod Physics,Physics,2852,,
IEORE4715,IEOR,4715,16796,1,26,1,Commodity Derivatives,Industrial Eng/Operations Res.,,,
CHEMW1606,,,84529,0,52,0,2Nd Term Gen Chem(Intens)-Rec,Chemistry,,,
POLSW4910,,,17621,4,1,1,Quantitative Politicl Research,Political Science,4628,,
BUSIK4001,,,73443,3,4,0,Introduction to Finance,Business,,,
POLSG4407,,,66016,4,1,0,Nine Thought Trends In China,Political Science,,,
PEPMU6031,,,16399,1,1,0,Perspectvs On World Economy II,Other,,,
ECONX2413,,,1775,0,2,2,Stats For Economics - Rec,Economics,,,
PHYSW1001,,,13786,3,1,1,Physics For Poets,Physics,254,,
MGMTB7557,,,29513,1,1,0,Social Entrepreneurship For Th,Other,,,
MGMTB8507,,,10856,1,5,0,Organizational Change,Other,,,
MRKTB8627,,,11651,3,3,0,Introduction to the Media Indu,Other,,,
ENGLC1015,,,87950,3,37,0,Univ Writing: Data Sci and Engin,English & Comp-Lit,,,
ENGLZ0005,,,77051,0,1,0,Acad Writ For Int'L Students,English & Comp-Lit,,,
SUMAK4135,,,70009,3,47,1,Analysis For Energy Efficiency,Continuing Education,,,
FINCB8394,,,28245,3,4,0,Private Equity: the Asset Clas,Business,,,
EAEEE6132,EAEE,6132,66505,3,9,0,Numerical Mths In Geomechanics,Earth/Environmental Engineering,,,
ORLJY5340,,,50200,3,1,0,Basic Prac Conflict Resolution,Other,,,
ELENE6901,ELEN,6901,20308,3,14,1,Tpc: Adv In Phase Locked,Electrical Engineering,,,
MGMTB7550,,,65159,3,5,0,Executive Leadership,Other,,,
CHEMW1604,,,85946,3,52,0,2Nd Term Gen Chem (Intensive),Chemistry,1443,,
PHYSW1602,,,65812,3,95,0,"Physics II: Thermo, Elec and Mag",Physics,3755,,
IEORE4739,IEOR,4739,61546,3,7,0,Implementing High Perf Fi,Industrial Eng/Operations Res.,,,
ELENE6905,ELEN,6905,97748,3,8,1,Tpc: Optical Data Center N,Electrical Engineering,,,
PHYSW2801,,,16090,4,21,0,Accelerated Physics I,Physics,1564,,
BUSIK4020,,,29518,3,8,0,Intro-Marketng/Marketng Mgmt,Business,,,
AHISW3110,,,74952,3,3,1,Athenian Acropolis-5/6Cent Bce,Art History,5405,,
EESCW1011,,,23898,4,6,0,"Earth: Orig,Evol,Proc,Future",Earth/Environmental Science,,,
CPLSV3190,,,9977,3,2,0,Aesthetics of the Grotesque,English & Comp-Lit,,,
ENGIE1002,IDEP,1002,80035,1,31,0,Egleston Scholar Engineering,Other,,,
CHEMW1410,,,86598,0,31,1,General Chemistry II-Rec,Chemistry,,,
CSENW1002,COMS,1002,69696,4,1,0,Computing In Context,Other,,,
CHEMW1408,,,27023,0,61,0,General Chemistry II-Rec,Chemistry,,,
SUMAK4301,,,72571,3,3,1,Intl Environmental Law,Continuing Education,,,
AFRSX3563,,,4553,4,1,1,Translating Hispaniola,Other,,,
PORTW1220,,,70153,4,2,1,Comprehensive Intermed,Spanish & Portuguese,6159,,
HISTC4951,,,76296,3,1,1,Supervised Individual Rsrch,History,,,
ZULUW1102,,,23335,4,1,1,Elementary Zulu II,Other,,,
DTCHW1101,,,23502,4,3,2,Elementary Dutch I,Other,,,
ENGLW4801,,,13954,3,1,1,History of English Novel I,English & Comp-Lit,,,
THTRV3135,,,3019,3,1,0,Scene Design,Other,,,
GRKMV1101,,,70797,4,2,1,Elementary Modern Greek I,Other,3805,,
POLSV3314,,,2098,0,1,1,Amer Urban Politics - Disc,Political Science,,,
RUSSV3332,,,66792,3,1,1,Strashnye Istorii,Other,,,
MUSIW4525,,,69864,3,1,1,Instrumentation,Music,,,
AHISW4870,,,72446,3,3,3,Minimalism and Postminimalism,Art History,,,
MDESW3121,,,63534,3,1,1,South African Lit and Culture,Mid. East, South Asian, African Stud.,
SOCIV2208,,,5710,3,3,3,Culture In America,Sociology,6008,,
ASTRW3646,,,62846,3,3,2,Observational Astronomy,Astronomy,4011,,
ASTRW3998,,,61613,3,3,2,Independent Research,Astronomy,,,
PHILV3353,,,8076,3,1,1,European Social Philosophy,Philosophy,2807,,
CLENW3208,,,19691,3,2,2,Modern Comparative Fictio,English & Comp-Lit,566,,
VIARR3203,,,13033,3,1,0,Painting III,Visual Arts,,,
PSYCG4635,,,65569,4,1,1,The Unconscious Mind,Psychology,,,
ENGLW3930,,,80942,4,1,1,Style In the Renaissance,English & Comp-Lit,,,
HISTW4127,,,68730,4,1,1,Enlightenment and Its Critics,History,,,
HPMNP8570,,,93147,1,1,0,Drugs Devices and Pub Healt,Other,,,
WRITW2201,,,10030,3,3,3,Intermediate Poetry Workshop,Other,,,
ASTRC1904,,,1887,1,2,1,Astronomy Lab II,Astronomy,,,
CLSWG4450,,,16296,3,1,0,Scandinavian Crime In Film/Lit,Other,,,
PHYSV3500,,,19405,3,1,0,Supervised Readings In Physics,Physics,,,
MATHG6428,,,14047,4,1,0,Tpcs In Partial Diff Equations,Math,,,
CHEMW1407,,,87496,0,34,0,General Chemistry I - Rec,Chemistry,,,
ECONB9206,,,66888,1,2,0,(Phd) Economic Analysis,Economics,,,
PHILG4481,,,28803,3,1,0,Philosophy of Language,Philosophy,,,
INBUB8599,,,28432,3,4,0,Developing Strategies For High,Other,,,
BIOLF2401,,,61429,3,2,0,Biochem,Genetics,Molecul,Biology,
FINCB7325,,,71392,3,4,1,Mergers and Acquisitions,Business,,,
MGMTB7711,,,17325,3,1,0,Turnaround Management,Other,,,
STATG6240,,,73807,3,4,0,Data Mining,Statistics,,,
CIENE6246,CEEM,6246,27350,3,7,0,Advanced Soil Mechanics,Civil Engineering,,,
MGMTB7556,,,72854,3,1,0,Global Entrepreneurship,Other,,,
HISTW3772,,,23477,3,1,1,West Africa,History,,,
ARCHA4560,,,23441,3,1,1,Professional Practice,Architecture,,,
VIARR3503,,,81296,3,1,1,Beginning Video,Visual Arts,,,
HISTW4045,,,13260,4,1,1,Rome: Preindustrial Metropolis,History,,,
EDUCX3058,,,4403,4,1,1,Science In the City II,Other,,,
EESCW1030,,,88697,3,1,1,Oceanography,Earth/Environmental Science,,,
MUSIV3335,,,60031,3,1,1,Analysis of Alternative Music,Music,,,
CHNSF1201,,,66688,5,2,2,Second Year Chinese N,East Asian Lang. & Cult.,5464,,
ACTUK4821,,,23546,3,2,1,Actuarial Methods I,Other,,,
EAASK3992,,,60878,3,1,1,Chinese Society,East Asian Lang. & Cult.,,,
BMENE4320,BMEN,4320,12648,3,4,3,Fluid Biomechanics,BioMedical Engineering,,,
AHISX3682,,,5167,3,3,3,Early Mdrnism and Crisis Rep,Art History,,,
SPANW3710,,,72674,3,1,1,Survey of Latin American Lit,Spanish & Portuguese,,,
RELIV3860,,,23298,3,1,1,Sociology of Religion,Religion,,,
LATNV1202,,,26323,4,2,1,Intermediate Latin II,Other,3230,,
EEEBW3656,,,26501,3,1,1,Quant Mthds-Biodiversity/Cons,Other,,,
CSERW3905,,,69784,4,1,1,Asian American and Psych of Race,Other,,,
CPLSX3171,,,5239,3,1,1,Kingdom of the Sick: Medcl Lit,English & Comp-Lit,,,
AHISW3606,,,10233,3,1,1,Visual Arts In Imperial Spain,Art History,,,
SWHLW1102,,,72176,4,1,1,Elementary Seahili II,Other,,,
CHNSG5016,,,81534,4,2,1,Coll-Adv Mod Chinese Readings,East Asian Lang. & Cult.,,,
PHILV2111,,,73004,0,1,1,Hist-Phil: Pre-Socratcs-Augustn,Philosophy,,,
DNCEX2250,,,1472,1,4,3,Hip Hop Dance and Culture,Dance,,,
INAFU6066,,,12196,3,2,0,Energy and Power Financing Mrkts,International & public affairs,,,
MSAEE4102,APAM,4102,70846,3,49,2,Synthesis and Processing of Materials,Applied Physics/Math,,,
SOCIW3915,,,17041,4,1,1,Stigma and Discrimination,Sociology,6717,,
ENMEE8310,CEEM,8310,85796,3,1,0,Continuum Mechanics,Civil Engineering,,,
PUNJW1102,,,25529,4,1,1,Elementary Punjabi II,Other,,,
EHSCP9303,,,23365,3,1,0,Hazardous Mater and Pblc Hl,Other,,,
HSEAG4894,,,60837,4,3,2,Who Is the Samurai?,East Asian Lang. & Cult.,,,
AFASC3936,,,12781,4,1,1,Seminar: Black Intellectu,Other,1,,
HISTW4659,,,68892,4,1,1,Crime In Latin America,History,,,
CPLSW3942,,,62898,4,4,3,"Lit, Medicine and Technology",English & Comp-Lit,,,
PHYSW4022,,,88282,3,3,2,Quantum Mechanics II,Physics,5471,,
PHILG4675,,,28150,3,2,1,The Direction of Time,Philosophy,184,,
WMSTW3890,,,22148,4,1,1,Sexuality and Citizenship In Amer,Other,,,
SOCIW3909,,,66899,4,1,1,Deviance and Social Control,Sociology,,,
RELIW4030,,,69984,4,1,1,Topics In Tibetan Philosophy,Religion,,,
HISTW3803,,,12848,3,2,2,The Worlds of Mughal India,History,3999,,
URBSV3530,,,3848,4,1,0,Urban Development,Other,6420,,
PHILV3131,,,1592,3,1,1,Aristotle,Philosophy,,,
PLANA6609,,,88037,3,2,0,20Th Century New Towns,Other,,,
PLANA6364,,,12360,1,1,0,Skyscrapers: Cities In the Sky,Other,,,
CHEMG4147,,,23188,4,1,0,Advanced Organic Chemistry,Chemistry,6046,,
DRANB9824,,,15305,3,2,0,(Phd) Foundations of Optimizat,Other,,,
FINNW1101,,,26435,4,1,0,Elementary Finnish I,Other,,,
SUMAK4146,,,77224,3,7,1,Water Systems Analysis,Continuing Education,,,
EESCX3016,,,6038,3,1,0,Environmental Measurments,Earth/Environmental Science,,,
SOENB7455,,,67186,1,1,0,Social Entrepreneurship For Th,Other,,,
ACCTB7008,,,11058,3,4,0,Earnings Quality and Fundamental,Other,,,
FINCB8351,,,69601,3,5,0,Financial Markets and The,Business,,,
CHEMW3046,,,18463,3,20,1,Intensve Org Chem-For 1st Year,Chemistry,200,,
ITALW1312,,,72977,2,1,0,Advanced Conversation II,Other,,,
ENVPU6230,,,25784,3,2,0,Economics of Sustainable Devpt,Other,,,
INAFU6057,,,19254,3,1,0,Electricity Markets,International & public affairs,,,
EESCW2100,,,18944,4,7,1,Earth'S Enviro Syst: Clim Syst,Earth/Environmental Science,5830,,
PUBHW3200,,,28035,3,4,2,Introduction to Public Health,Other,6845,,
GERMV1202,,,68663,4,4,1,Intermediate German II,Other,3109,,
INSMW3920,,,15409,4,1,1,Nobility/Civility: East/West I,Other,,,
MUSIV3165,,,12519,3,4,1,Jazz/Improvised Music Aft 1950,Music,,,
EESCW1010,,,15946,2,2,1,"Field Excur to Death Valley,Ca",Earth/Environmental Science,,,
RUSSV3431,,,74065,3,2,1,Russian For Heritage Spkrs II,Other,,,
VIARR3413,,,63458,3,1,1,Printmaking I: Silkscreen,Visual Arts,,,
SPANX3382,,,3665,3,1,1,Socioling Aspects U.S.Spanish,Spanish & Portuguese,,,
RELIW4818,,,71796,4,2,2,Vampires,Religion,,,
ENGLW4500,,,96447,3,1,1,H.G. Wells,English & Comp-Lit,,,
HISTW3088,,,86953,4,1,1,Hist Jesus/Orgin of Chris,History,,,
DNCEX2580,,,4471,3,1,1,Tap As An American Art Form,Dance,,,
PSYCX1119,,,1312,3,1,1,Systems and Behav Neurosci -,Psychology,,,
ANTHK3996,,,66101,4,1,1,"Entorno, Espacio Y Vivien",Anthropology,,,
COMSK3996,,,66201,4,1,1,Estructura De Datos,Computer Science,,,
SPANK3996,,,66960,4,2,2,Literatura Hispanoamerica,Spanish & Portuguese,,,
ASRLV3974,,,7229,4,1,1,Hindu Goddesses,Other,,,
ENGLW4130,,,65227,3,1,1,Literature to 1500,English & Comp-Lit,,,
BIOLX1513,,,1248,0,3,2,Biol Bc 1503 Recitation,Biology,,,
DNCEX3605,,,5629,3,1,0,Rehearsal and Perfrmnce In Dance,Dance,,,
ASTRC1903,,,5686,1,1,1,"Earth, Moon, and Planets-Lect",Astronomy,,,
URBSV3467,,,3276,3,1,1,Excavating the Empire City,Other,,,
PHYSX3006,,,7993,3,2,1,Quantum Physics,Physics,745,,
BIOLC2908,,,12203,1,6,4,1St Year Sem In Modern Biology,Biology,,,
ENGLW3250,,,60195,4,4,3,Victorian Sci and Sci Fiction,English & Comp-Lit,,,
POLSW3210,,,65812,3,1,1,Judicial Politics,Political Science,1418,,
POLSW3322,,,16672,3,1,1,The American Congress,Political Science,1945,,
BUECB9209,,,76028,1,1,0,(Phd) Economic Theory III,Other,,,
EAASW3310,,,81030,3,4,3,Social Prob In Contemp China,East Asian Lang. & Cult.,,,
EHSCP6385,,,28283,3,1,0,Prin-Genetics and Environment I,Other,,,
EESCG6928,,,23649,3,2,0,Tropical Meteorology,Earth/Environmental Science,,,
GRKMV1102,,,75696,4,1,0,Elementary Modern Greek I,Other,1559,,
POLSW3585,,,86396,3,1,0,Politicl Economy of Developmnt,Political Science,5666,,
POLSW3586,,,69706,0,1,0,Politicl Economy of Developmnt,Political Science,,,
EESCW4600,,,72676,3,4,2,Earth Resources and Sustain Dev,Earth/Environmental Science,,,
POLSG4406,,,13224,4,1,0,Politics In Contemp China,Political Science,,,
DNCEX3140,,,7997,0,1,0,Ballet Vi,Dance,,,
ANTHV2015,,,70407,3,2,1,Chinese Society,Anthropology,,,
PUNJW1101,,,16769,4,2,1,Elementary Punjabi I,Other,,,
PUNJW1202,,,60029,4,1,0,Intermediate Punjabi II,Other,,,
ENGLX3189,,,7443,3,1,0,Postmodernism,English & Comp-Lit,,,
LAWL6205,,,62780,3,1,0,Fin Statemnt Analysis and Interp,Other,,,
FINCB8328,,,69989,3,1,0,From Feast to Famine and Back Ag,Business,,,
BIOLW4034,,,15937,3,2,1,Biotechnology,Biology,5895,,
DROMB8823,,,15233,3,3,0,The U.S. Healthcare Industry,Other,,,
MGMTB8529,,,16485,3,9,0,Family Business Management,Other,,,
DROMB7108,,,18539,3,3,0,Supply Chain Management,Other,,,
BINFG4002,,,29566,3,1,0,Methods II: Computationl Method,Other,,,
SDEVU6240,,,28284,3,2,0,Envir Sci For Sustainable Devp,Other,,,
BUECB8251,,,29496,3,1,0,Financial Markets and the E,Other,,,
MRKTB8652,,,62858,3,3,0,Retail Fundamentals,Other,,,
MATHG4403,,,22668,4,1,0,Modern Geometry,Math,,,
MRKTB8653,,,66340,3,11,0,Retailing Leadership,Other,,,
ENMEE6320,CEEM,6320,27038,3,4,0,Computational Poromechanics,Civil Engineering,,,
ENVPU6235,,,60816,3,4,0,Environmental Finance,Other,,,
BIOLW4041,,,14887,3,7,0,Cell Biology,Biology,,,
ELENE4902,ELEN,4902,81402,3,31,0,Tpc: Iot-Intel Connect Sys,Electrical Engineering,,,
INAFU6907,,,93449,3,1,0,Prin and Techniques of Fundraising,International & public affairs,,,
EESCW4887,,,25149,3,1,0,Isotope Geology I,Earth/Environmental Science,,,
CHEMW3079,,,68697,4,2,0,Physical Chemistry I-Lectures,Chemistry,3979,,
EESCW2200,,,11774,4,7,1,Earth'S Env System: Solid Earth,Earth/Environmental Science,3000,,
MDESW4511,,,12801,4,2,0,3Rd Yr Modern Hebrew II,Mid. East, South Asian, African Stud.,
URBSV1515,,,2074,3,5,1,Introduction to Urban Studies,Other,6823,,
ENGLX3170,,,3012,3,2,1,Literature and Science 1600-,English & Comp-Lit,,,
ENGLX3099,,,5482,1,1,0,The English Conference,English & Comp-Lit,,,
GERMV1225,,,9862,8,1,0,Accelerated Inter German I-Ii,Other,,,
CHEMW2408,,,67148,1,8,0,1St Year Sem In Chemical Res,Chemistry,,,
WRITW3388,,,78532,3,1,0,Daily Life,Other,,,
CZCHW1201,,,60416,4,1,0,Intermediate Czech I,Other,,,
PSYCX1110,,,9255,3,1,0,Perception-Lecture,Psychology,,,
RELIW4011,,,2887,4,1,0,Lotus Sutra-E Asian Buddhism,Religion,,,
BIOLW3022,,,62456,3,1,0,Developmental Biology,Biology,4637,,
VIARR6020,,,91247,3,1,0,Sound: Physics and Perception,Visual Arts,,,
CLCVW3244,,,66847,3,5,0,Global Histories of the Book,Other,,,
LATNV1121,,,22762,4,1,0,Intensive Elementary Course,Other,5123,,
CHENE4999,CHEN,4999,22348,1,4,0,Fieldwork,Chemical Engineering,,,
MGMTB8530,,,20119,3,3,0,Managing the Growing Company,Other,,,
DROMB8125,,,65443,1,3,0,Digital Literacy For Deci,Other,,,
REGNU6430,,,73698,1,2,0,Beyond Crisis In Latin America,Other,,,
MGMTB8531,,,15604,3,9,0,Power and Influence,Other,,,
PSYCG4235,,,12780,3,5,0,Special Topics In Vision,Psychology,,,
SUMAK4195,,,15055,3,7,0,Green Accounting,Continuing Education,6013,,
INAFU6798,,,11798,3,1,0,Cent Issues-Am Foreign Policy,International & public affairs,,,
ELENE6908,ELEN,6908,61981,3,7,0,Tpc: Quantum Comput and Commun,Electrical Engineering,,,
INAFU6653,,,16496,3,2,0,Higher Ecuc Devpt/Pol In Asia,International & public affairs,,,
ARCHA4678,,,14280,3,2,0,New Spaces of Housing,Architecture,,,
CIENE4999,CEEM,4999,12603,1,12,0,Fieldwork,Civil Engineering,,,
CIENE4244,CEEM,4244,96949,3,14,1,Geosynthetics/Waste Containmnt,Civil Engineering,,,
FINCB8331,,,21285,3,2,0,Real Estate Finance,Business,,,
HISTW4359,,,71396,4,1,0,The Birth of Modernity,History,6842,,
BINFG4006,,,87950,3,8,0,Translational Bioinformatics,Other,,,
SUMAK4175,,,22246,3,3,0,Global Environmental Markets,Continuing Education,,,
YIDDG4650,,,75786,3,1,0,"Yiddish N.Y.: Lit,Culture,Space",Other,,,
PHYSW2802,,,73069,4,14,0,Accelerated Physics II,Physics,5052,,
ENGLW3394,,,62908,4,2,0,How Writers Think,English & Comp-Lit,,,
SUMAK4190,,,60942,3,2,0,Econ of Sustainability Mg,Continuing Education,5999,,
PHILV2100,,,2575,3,2,0,Philosophy of Education,Philosophy,5200,,
CHEMW3045,,,79692,3,11,0,Intensive Organic Chemistry,Chemistry,199,,
SOCIX3935,,,4631,4,1,0,Gender and Organizations,Sociology,,,
EESCW1600,,,11782,3,1,0,Earth Resources and Sustain Dev,Earth/Environmental Science,5848,,
DROMB8134,,,71309,1,6,0,Electronic Trading In Modern L,Other,,,
MATHG4262,,,60664,4,1,0,Arith and Algegraic Geometry,Math,5193,,
ENGLZ0850,,,75916,0,6,0,Intl Teaching Fellows Tr,English & Comp-Lit,,,
PHYSW4018,,,82402,3,3,0,Solid State Physics,Physics,,,
SUMAK4142,,,63374,3,3,0,Sustainable Finance,Continuing Education,,,
BUECB8221,,,70032,1,1,0,Economics of Healthcare and Ph,Other,,,
IEORE4100,IEOR,4100,28281,1,4,0,Probability Models For Mse,Industrial Eng/Operations Res.,,,
ARCHA6900,,,10029,3,1,0,Research,Architecture,,,
EEEBW4111,,,22454,3,1,0,Ecosystm Ecology and Global Chng,Other,,,
CIENE4253,CEEM,4253,93101,3,2,0,Finite Elements-Geotech Engin,Civil Engineering,,,
MATHG4074,,,67148,3,2,0,Prog For Quant and Comp Finance,Math,,,
CIENE4260,CEEM,4260,73345,4,5,0,Urban Ecology Studio,Civil Engineering,5996,,
MSAEE4200,APAM,4200,93696,3,6,1,Theory of Crystalline Material,Applied Physics/Math,,,
STATW4415,,,69401,3,2,0,Multivariate Stat Inference,Statistics,,,
MGMTB7531,,,19873,3,3,0,Power and Influence,Other,,,
POLSW3235,,,60896,3,1,0,The American President,Political Science,,,
CHNSW4007,,,23626,3,2,0,Readings In Classical Chinese,East Asian Lang. & Cult.,,,
HISTW4081,,,87996,4,1,0,Building Forever In Anc,History,,,
HSGMG4550,,,87596,3,1,0,The Future In History,Other,,,
FRENW3420,,,62024,3,2,0,Intro-Francophone Studies I,French,6801,,
ANHSW4001,,,82249,3,7,0,The Ancient Empires,Other,6043,,
BISTP6110,,,62651,3,5,0,Statistical Computing With Sas,Other,,,
CHENE4650,CHEN,4650,96047,3,3,0,Polymer Physics,Chemical Engineering,,,
THTRV3300,,,2909,3,1,0,Playwriting Workshop,Other,,,
ELENE6900,ELEN,6900,62784,3,7,0,Tpcs Adv Wirless Comm and Networking,Electrical Engineering,,,
WRITW2101,,,88029,3,2,1,Intermediate Nonfiction Wrkshp,Other,,,
WRITW3335,,,87697,3,1,0,The Lyric Essay,Other,,,
MATHV2002,,,96946,3,1,0,The Magic of Numbers,Math,,,
BIOLW3193,,,11611,3,1,0,Stem Cell Biol and Applications,Biology,,,
AFRSX3001,,,8334,1,1,0,Pltcs Gender Contemp S.Af,Other,,,
WMSTX3530,,,8866,4,2,0,Feminist Media Theory,Other,,,
INAFU4420,,,88246,1,2,1,"Oil, Rights and Development",International & public affairs,,,
MRKTB8660,,,65824,3,1,0,Advertising and Branding,Other,,,
SUMAK4180,,,76489,3,1,0,Writing-Global Sci-Intl M,Continuing Education,,,
ELENE6903,ELEN,6903,77539,3,11,0,Tpc: Rf and Microwave Measurem,Electrical Engineering,,,
INAFU6495,,,76779,1,1,0,Pol and Prac Humanitarian Asst,International & public affairs,,,
MSAEE4999,APAM,4999,92108,1,2,0,Curricular Practical Training,Applied Physics/Math,,,
MRKTB8615,,,16871,1,1,0,Media Marketing and Entreprene,Other,,,
INAFU6076,,,71196,3,1,0,Energy Management: Public and Private Sect,International & public affairs,,,
DROMB8816,,,69402,1,3,0,Quantitative Pricing and Revenue,Other,,,
DROMB7106,,,73555,1,5,0,Operations Strategy,Other,,,
EEEBW4110,,,63586,4,1,0,Coastal and Estuarine Ecology,Other,,,
PHYSG6024,,,88201,3,2,0,Frontiers-Cond Matter Phys V,Physics,,,
COMSE6183,COMS,6183,73530,3,2,0,Security,Computer Science,,,
FINCB9325,,,19632,1,1,0,(Phd) Financial Econometr,Business,,,
SUMAK4193,,,83530,3,1,0,Stat For Sustainability,Continuing Education,,,
ANTHV3807,,,27207,4,1,0,"Next City: Spec,Tech,Nostalgia",Anthropology,,,
SUMAK4701,,,62797,3,1,0,Water Governance,Continuing Education,,,
ENGLX3155,,,6389,3,1,0,Canterbury Tales,English & Comp-Lit,,,
WMSTX2140,,,9334,3,3,1,Critical Approaches,Other,6411,,
MUSIG4505,,,64700,3,2,1,Jazz Arranging and Composition,Music,,,
EESCW2310,,,13255,0,1,0,Earth Envir Syst-Life Syst-Lab,Earth/Environmental Science,,,
MATHG4080,,,81197,3,1,0,Hedge Funds Strategies and Risk,Math,,,
BMENE9800,BMEN,9800,18000,3,1,0,Doctoral Research Instruction,BioMedical Engineering,,,
PUAFU6195,,,82046,3,1,0,Transformation Agri and Rural,Other,,,
ENMEE6333,CEEM,6333,29262,3,7,0,Finite Element Analysis II,Civil Engineering,,,
MRKTB8649,,,69597,3,2,0,Pricing Strategies,Other,,,
ARCHA4348,,,13598,3,1,0,Architecture History I,Architecture,,,
PLANA6362,,,17546,3,1,0,How to Be a Sustainability Leader,Other,,,
BUECB8219,,,11974,3,1,0,New Developments In Energy Mar,Other,,,
MATHG4079,,,17396,3,2,0,Non-Linear Option Pricing,Math,,,
A&HAY5060,,,50496,3,1,0,Intro to Drawing,Other,,,
