ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,,
SDEVU6260,,,61201,3,2,0,Disasters and Development,,
IEORE4708,IEOR,4708,78047,3,21,0,Important Papers In Fin,,
EAEEE4255,EAEE,4255,73952,3,19,0,River and Coastal Hydrodynamics,,
APMAE9102,APAM,9102,25522,3,4,0,Research II,,
MATHG6429,,,14529,4,1,0,Partial Differential Equations,,
INAFU6325,,,77404,3,1,0,Energy Modeling,,
IEORE4406,IEOR,4406,21552,3,7,0,"Fac Loc,Routing,Network Design",,
CHENE6620,CHEN,6620,98445,3,11,0,Phys Chem of Macromolecules,,
CHENE4640,CHEN,4640,80537,3,26,0,Polymer Surfaces and Interfaces,,
FINCB8306,,,76485,3,226,0,Capital Markets and Investm,,
ECONB8214,,,63692,3,1,0,Business In Society: Doing Wel,,
MECEE8990,MECE,8990,91199,3,6,0,Small Scale Mech Behavior,,
SUMAK4260,,,61447,3,6,0,Dynamics of Energy Efficiency,,
APPHE6365,APAM,6365,81498,3,21,0,Nuclear Medicine Practicum,,
FINCB6302,,,26455,3,121,0,Capital Mrkts and Invest,,
PHYSG6036,,,27564,4,6,0,Statistical Mechanics,,
BMENE4550,BMEN,4550,87650,3,16,0,Micro/Nano Struct Cell Eng,,
SPANG6244,,,73254,3,1,0,Fiction and Poesis,,
BIOLW4073,,,66864,3,6,0,Cellular/Molecular Immunology,,
BMMEE4702,BMEN,4702,29598,3,9,0,Adv Musculoskeletal Biomechncs,,
GERMX1210,,,7495,2,2,0,Interm Grammar Rev and Pron,,
CIENE9500,CEEM,9500,64532,0,6,0,Departmental Seminar,,
RESIG0001,,,99991,0,6,0,1-Residence Unit Morn,,
ENGLW4791,,,82279,3,2,0,Visionary Dramas,,
JOURJ6002,,,90800,3,24,0,Frontiers Comput Journ,,
CIENE6132,CEEM,6132,81397,3,15,0,Adv Syst/Tech-Civil Eng/Constr,,
BMENE4540,BMEN,4540,71098,3,3,0,Bioelectrochemistry,,
ECONX3035,,,4588,4,5,0,Intermedte Microeconomc Theory,,
EHSCP6300,,,66398,3,7,0,Environmental Hlth Sciences,,
EHSCP8304,,,18748,3,3,0,Pub Hlth Impacts-Climate Chge,,
EHSCP8317,,,77002,3,1,0,Frameworks For Envir Hlth Pol,,
EHSCP8329,,,84029,3,6,0,"Water,Sanitation and Hum Health",,
EHSCP8371,,,85029,3,1,0,Public Health Gis,,
PHILG6255,,,28291,3,1,0,Kant'S Critique of Pure Reason,,
PHILG6801,,,75348,3,1,0,Aesthetics and Politics,,
FINCB8315,,,29662,1,2,0,Game Theory and Business,,
MGMTB8559,,,62459,1,5,0,Social Entrepreneurship: Globa,,
BUECB8220,,,68789,3,2,0,The Private Sector and Internati,,
BUECB8224,,,26217,3,10,0,Energy and Resource Economics,,
LAWL6347,,,89531,3,2,0,Capital Market Regulations,,
COMSE6902,COMS,6902,28351,3,28,0,Thesis,,
ACCTB9111,,,29897,3,1,0,(Phd) Empirical Research In Ac,,
BUECB8207,,,69608,1,1,0,(Phd) Economic Analysis,,
ACCTB9110,,,16931,3,1,0,(Phd) Accounting Theory I,,
ACCTB9011,,,77016,3,1,0,(Phd) Empirical Research In Ac,,
ELENE4835,ELEN,4835,88702,3,15,0,Intro Adaptive Signal Repres,,
OPMNB8824,,,26248,3,16,0,Mse Introd Sports Analytics,,
OPMNB8862,,,29545,3,114,0,Demand and Supply Analytics,,
EAASW4560,,,9734,4,1,0,Women Visionaries-Tibet/E Asia,,
ELENE6778,ELEN,6778,18751,3,11,0,Apply Netwrk Tech/Physcl Systm,,
BBSNY4000,,,33753,3,1,0,Cognitive Neuroscience and Ed,,
MATHW4391,,,21727,3,3,0,Intro to Quantum Mechanics,,
ARCHA4344,,,84787,3,1,0,Traditional Japanese Architec,,
EAEEE4010,EAEE,4010,71948,3,3,0,Remote Sensing and Environ Change,,
MATHW1003,,,12390,3,1,0,College Algebra-Anlytc Geomtry,,
EPIDP6400,,,27281,3,3,0,Principles of Epidemiology I,,
EPIDP6402,,,62099,0,3,0,Prin of Epidemiology I-Sem,,
CNYGO8401,,,21788,3,4,0,"Nlp,Machine/Learning/The Web",,
CSORW4561,COMS,4561,66552,1,8,0,Intellectual Prop For Entrep,,
PLANA6700,,,85800,3,3,0,Re Fin + Dev For Non Red,,
EHSCP9319,,,60843,3,9,0,Clin Nuclear Medicine Physics,,
APPHE4990,APAM,4990,26833,1,7,0,Spec Tpcs In Radiation Th,,
APPHE6340,APAM,6340,67796,3,22,0,Diagnostic Radiol Practicum,,
ANTHV2009,,,81347,3,7,0,Culture Through Film and Media,,
ANTHV2109,,,23488,0,7,0,Culture Thru Film and Media-Disc,,
ACCTB8100,,,19381,3,12,0,Earnings Quality and Fundamental,,
INAFU8835,,,22746,1,4,0,New Venture Practicum,,
FINCB9323,,,64456,3,2,0,(Phd) Introduction to Economet,,
IEORE4572,IEOR,4572,23357,3,11,0,Or In Telecommunications,,
HRMGB8412,,,72432,3,5,0,Managerial Negotiations,,
MRKTB9677,,,12624,3,8,0,Creation of a Retail Enterpris,,
EESCW4400,,,12518,3,8,0,Dyn-Climate Var and Climate Chg,,
EESCW4550,,,13500,3,2,0,Plant Ecophysiology,,
EEEBG4100,,,21198,4,1,0,Forest Ecology,,
EESCW4210,,,80899,3,1,0,Geophysical Fluid Dynamics Sem,,
INAFU6016,,,77797,3,1,0,Cost-Benefit Analysis,,
HISTW3997,,,68599,3,2,0,World War II In Hist and Memory,,
FINCB8312,,,64337,3,3,0,Advanced Derivatives,,
PHYSW3083,,,14677,3,4,0,Electronics Laboratory,,
PHILV2400,,,7364,3,2,0,Psychol and Philos of Hum Exper,,
DROMB8120,,,77294,3,38,0,Sports Analytics,,
JOURJ0005,,,66097,0,15,0,Seas 2Nd Yr,,
JOURJ6041,,,63033,4,19,0,Masters Project II,,
STATW3051,,,66548,3,3,0,Math Finance In Continous Time,,
BUECB8208,,,60290,1,2,0,(Phd) Economic Anal.Iii,,
BUECB8209,,,67985,1,2,0,(Phd) Economic Theory IV,,
ELENE6884,ELEN,6884,26504,3,36,0,Topics: Data Compression,,
ECONG5211,,,75189,3,2,0,Intro to Microanalysis,,
BIOLW4193,,,91747,3,2,0,Stem Cell Biol and Applications,,
MATHG4153,,,26530,4,4,0,Probability II,,
HISTX3570,,,2218,3,3,0,Alma Mater: Hist U.S.Coll/Univ,,
MGMTB8528,,,14904,3,3,0,Family Enterprise and Wea,,
ECMRB8744,,,74787,3,1,0,The Psychology and Economics O,,
BUECB8226,,,71922,3,2,0,Developing Strategies For High,,
BMENE6420,BMEN,6420,75280,3,4,0,Adv Microscopy Applications,,
LATNW4139,,,4069,3,1,0,Elements of Latin Prose Style,,
BIOCW4501,,,26391,4,2,0,Biochem I-Structure/Metabolism,,
MICRG4120,,,71106,1,1,0,Intro to Computational Biology,,
BMENE4340,BMEN,4340,23147,3,22,0,Biomechanics of Cells,,
ELENE4750,ELEN,4750,92080,3,36,0,Sp and Comm On Mobile Multi Proc,,
MGMTB7737,,,75821,3,1,0,Entrepreneurial Managemen,,
MGMTB7739,,,23370,3,1,0,Advanced Entrepreneurship,,
BMENE6005,BMEN,6005,13300,3,18,0,Biomedical Design,,
PHYSG4040,,,62477,3,3,0,Intro to General Relativity,,
WMSTW4300,,,72213,4,2,0,"Adv Tpcs: Expressive Bod""",,
ENMEE6215,CEEM,6215,82402,3,18,0,Prin/App Sensors Strc Hlth Mon,,
MRKTB8613,,,15729,1,7,0,Entrepreneurial Selling,,
ENGLW3391,,,27451,3,1,0,"Bataille, Blanchot, Derri",,
PHILV3301,,,16482,3,2,0,Twentieth-Century Philosophy,,
ENGLW4405,,,10836,3,2,0,"Thackeray, Dickens, Eliot",,
GMTHX3142,,,5884,4,1,0,Bertolt Brecht: Making of Thtr,,
WMSTX3515,,,1674,4,1,0,Women In Israel: An Introdctn,,
ENGLX3195,,,9910,3,2,0,Modernism,,
ENGLW3730,,,73859,4,1,0,"Modern Texts: Yeats,Eliot,",,
ENGLX3183,,,217,3,4,0,American Literature Since 1945,,
MGMTB7799,,,67586,3,30,0,Lean Launchpad/ 5 Day Int,,
PUNJW3002,,,23324,4,1,0,Supervised Readings II,,
PHILW3852,,,92446,3,2,0,Philosophy of Literature,,
APPHE6085,APAM,6085,86397,3,5,0,Comp Elec Struct-Complx Mtrs,,
MATHG6110,,,87046,4,1,0,Planar Lattice Models,,
PHYSG8048,,,22326,3,1,0,Quantum Field Theory II,,
PHYSG6094,,,66520,4,2,0,Classical Fields and Waves,,
PHYSG8036,,,25783,3,3,0,Advanced Statistical Mechanics,,
ECONX3018,,,4759,4,4,0,Econometrics,,
MUSIV3999,,,85795,3,2,0,Supervised Independent Study,,
PHILV2301,,,1519,4,1,0,Hist Phil III: 19Th/20Thc,,
PHILV2311,,,3871,0,1,0,Hist Phil III: 19/20Th,,
SPANW3555,,,89000,3,1,0,"Film,Arrived: Spain (1896-1936)",,
SPANW3563,,,18497,3,2,0,Spanish Pragmatics,,
DROMB8112,,,75287,3,70,0,Quantitative Finance: Mod,,
MECEE4404,MECE,4404,16798,3,7,0,"Tribology: Friction,Lubr and Wear",,
EAEEE4900,EAEE,4900,81765,3,11,0,App Transp/Chem Rate Phenomena,,
BIOLW3190,,,74782,3,3,0,"Stem Cells: Biol,Ethics,Applic",,
AHISW4850,,,3746,3,1,0,Collecting,,
PSYCW2215,,,22046,3,1,0,Cognition and the Brain,,
FINCB8358,,,26260,3,1,0,Banking Fundamentals: Value A,,
INSMC3940,,,91749,3,2,0,Science Across Cultures,,
RELIV3495,,,5169,3,3,0,Life After Death,,
GERMF1114,,,97847,2,1,0,Elementary German Reading II,,
FRENW4995,,,98547,3,1,0,French For Diplomats,,
HISTW4483,,,78649,4,1,0,Military History and Policy,,
BIOLW4070,,,76878,3,4,0,Single Molecule Approach-Biol,,
A&HMY5151,,,51635,2,1,0,Instrumental Instructn: Trumpet,,
ARCHA4814,,,63284,1,1,0,Hacking the Urban Experience,,
ARCHA4816,,,97649,1,1,0,Climatic Design,,
ENMEE6220,CEEM,6220,71770,3,15,0,Random Processes In Mechanics,,
HISTW3566,,,81775,3,2,0,Hist of Amer Pop Cult Music,,
ENVPU6400,,,62195,3,2,0,"Markets, Business and Polit",,
BIOLW3008,,,88398,3,1,0,Cellular Physiology of Disease,,
SCNCW3010,,,96098,3,3,0,"Science, Technology and Society",,
ENGLW3336,,,83396,3,3,0,Shakespeare II,,
EESCW4920,,,87531,3,3,0,Paleooceanography,,
EESCV1053,,,88951,3,2,0,Planet Earth,,
EEEBG4260,,,63279,3,1,0,"Food, Ecology and Globalization",,
PHEDX1690,,,9543,1,1,0,Beginning Self Defense,,
GERMW3675,,,11780,3,2,0,German Lit-World Context (Eng),,
ANTHV3876,,,93052,4,1,0,Chinese Sci/Med-E Asia/Beyond,,
MDESW1613,,,88399,5,1,0,Intermed Hindi-Urdu II,,
DRANB8840,,,67344,3,1,0,Enterprise Risk Managemen,,
INAFU6627,,,28032,3,2,0,"Marine Energy Transp,Tech,Plc",,
POLSV3620,,,9380,3,6,0,Intro Contemp Chinese Politics,,
EESCW4230,,,27046,3,1,0,Crustal Deformation,,
EESCW4050,,,73692,3,4,0,Global Assmt-Remote Sensing,,
EESCV3201,,,71150,3,4,0,Solid Earth Dynamics,,
EESCW4076,,,69656,3,1,0,Geologic Mapping,,
BIOLW4799,,,70760,3,3,0,Molecular Biology of Cancer,,
GERMW3998,,,87552,3,1,0,Supervised Individual Research,,
EECSE6891,ELEN,6891,97702,3,6,0,Topics-Information Processing,,
FILMW3230,,,27354,3,5,0,American Film Hist After 1990,,
FILMW3233,,,81286,0,5,0,Amer Film Hist After 1990-Disc,,
INSMW3921,,,63294,4,1,0,Nobility and Civility II,,
MUSIW3516,,,66349,1,1,0,Advanced Piano Instruction,,
CHEMG6222,,,64033,2,2,0,Quantum Chemistry II,,
CHEMG8223,,,63476,2,1,0,Quantum Chemistry III,,
CHEMG8232,,,12498,2,1,0,Adv Statistical Mechanics,,
SPANW3541,,,27783,3,1,0,Don Quixote De La Mancha,,
RUSSV1202,,,93046,5,2,0,Second-Year Russian II,,
ECONX3049,,,3590,3,2,0,Econ Eval of Social Programs,,
EAEEE4560,EAEE,4560,87150,3,4,0,Particle Technology,,
MATHG6210,,,86296,4,3,0,Partial Differential Equations,,
AFASW3030,,,81552,3,1,0,African-American Music,,
BIOLW1130,,,97398,3,1,0,Genes and Development,,
CHBCW4510,,,73698,4,5,0,Molecular Systems Biology I,,
HPSCW3201,,,76346,4,1,0,Philos and Hist of Evol Biology,,
GERMW3443,,,84779,3,1,0,Survey of German Lit: 19Th,,
ECONW4911,,,12596,4,1,0,Econ Thy to Pblms World,,
PHILV3716,,,98347,3,1,0,Topics In Ethics,,
EEEBG4086,,,14030,3,1,0,Ethnobotany: Study-People/Plant,,
MUSIW1516,,,68600,1,2,0,Elementary Piano Instruction,,
BIOLW4004,,,71168,4,7,0,Neurobio I: Cellular and Moleculr,,
HISTW3112,,,93349,3,5,0,Sci Revol-Western Europe,,
APPHE4008,APAM,4008,75780,3,4,0,Intro to Atmospheric Science,,
ARCHA4349,,,12649,3,2,0,History of Architecture I,,
AHISX3990,,,415,4,1,0,Japanese Prints,,
STATW4543,,,96697,3,3,0,Survival Analysis,,
EESCW4925,,,71246,3,4,0,Intro to Physical Oceanography,,
WMSTV3813,,,97051,4,1,0,Colloquium On Feminist Inquiry,,
CHENE4001,CHEN,4001,61649,3,85,0,Essentials of Chem Engin A,,
CHENE4002,CHEN,4002,62301,3,81,0,Essentials of Chem Engin A,,
DROMB7107,,,69790,3,5,0,Service Operations Management,,
FINCB7399,,,60707,3,5,0,Hedge Funds,,
INAFU6575,,,83346,3,1,0,Foreign Pol Chal-Amer In 21Stc,,
ASTRC2002,,,97846,3,1,0,Intro to Astrophysics II,,
EDUCX2032,,,6110,4,3,0,Contemporary Issues In Educatn,,
AFASC3997,,,25799,4,1,0,Independent Study-Non Afam,,
BUSIK4003,,,61098,3,3,0,Corp Finance (Online),,
BUSIK4010,,,60998,3,3,0,Managing Human Behavior I,,
AHISX3675,,,8335,3,2,0,Feminism/Postmodernism In Art,,
POLSW3930,,,68932,4,1,0,Constitutional Law,,
ELENE6321,ELEN,6321,79790,4,68,0,Adv Digital Elec Circuits,,
GRAPE4005,CEEM,4005,72201,3,8,0,Computer Graphics In Engin,,
MECEE8501,MECE,8501,63876,3,4,0,Advncd Continuum Biomechanics,,
BUSIK4009,,,21696,3,1,0,Financial Accounting,,
MATHG4078,,,28042,3,22,0,Multi-Asset Portfolio Mgmt,,
ENGLW3981,,,64534,4,1,0,Revolutions In Text and Technology,,
ENGLW3915,,,89536,4,1,0,Digital Humanities Lab,,
ENGLW3986,,,13282,4,1,0,Screen Reading,,
POLSV3212,,,3424,3,4,0,Environmental Politics,,
RELIV3902,,,23442,1,1,0,Guided Reading and Research I,,
SOCIW3670,,,26846,3,1,0,"Culture, Markets and Consumption",,
LINGW4108,,,71560,3,2,0,Language History,,
EESCX3045,,,2785,3,3,0,Responding to Climate Change,,
ENGLW3335,,,12276,3,4,0,Shakespeare I,,
CHEMC3071,,,22247,3,1,0,Intro to Inorganic Chemistry,,
CHEMG8130,,,22901,2,2,0,Chemistry of Nanocrystals,,
MRKTB8617,,,17902,3,36,0,Marketing Research,,
POLSW3921,,,28736,4,1,0,Issues That Divide Amer,,
EEEBG4650,,,25846,3,1,0,Biodiversity and Ecosyste,,
EESCX3043,,,7713,3,2,0,"Water, Sanitation and Health",,
ITALW1222,,,68443,2,3,0,Intermediate Conversatn I,,
POLSW3631,,,66368,3,1,0,American Foreign Policy,,
DNCEX3578,,,9826,3,1,0,African-American Dance,,
BIOLW3041,,,67566,3,2,0,Cell Biology,,
EESCW4930,,,64281,3,3,0,Earth'S Oceans and Atmosphere,,
EESCG9910,,,73734,1,3,0,"Hurr Sandy: Sci,Impact,Res",,
VIARR3220,,,22191,3,1,0,Plein Air Painting,,
AHISW3889,,,76306,4,1,0,Approaches to Contemporary Art,,
VIARR3210,,,60780,3,2,0,Figure Painting,,
BIOLX3362,,,8088,3,1,0,Molecular and Cellular Neuros,,
AHISW3203,,,14692,3,1,0,The Arts of Japan,,
ECONX3047,,,5062,3,1,0,International Trade,,
EESCW4085,,,69513,3,1,0,Geodynamics,,
CHEMG8106,,,62436,2,1,0,Kinetics,,
MECEE9800,MECE,9800,98699,3,4,0,Doctoral Research Instruction,,
EESCW4020,,,89538,3,5,0,Humans and the Carbon Cycle,,
MUSIX1002,,,4976,3,5,0,An Introduction to Music I,,
PHILV3751,,,93631,3,3,0,Political Philosophy,,
BCHMG4021,,,60842,3,1,0,General Biochemistry,,
AHISG4385,,,13457,3,1,0,Ren Arch History and Theory,,
VIARR3420,,,63748,3,1,0,Printmaking: Drawing Into Print,,
ARCHA6705,,,16196,3,3,0,Arch + Dev of Ny,,
FRENW3600,,,94256,3,2,0,Intro to French Civilization I,,
SOCIW3355,,,11662,3,2,0,Religion and Politics,,
PHYSG6080,,,76400,3,3,0,Scientific Computing,,
MUSIW4420,,,66829,3,1,0,Music and Property,,
HISTX3402,,,2218,3,1,0,Galileo/Darwin: Scnc and Society,,
VIARR4710,,,91598,3,3,0,Photography: Photo III Se,,
FRENW3498,,,61486,3,1,0,French Cultural Workshop,,
SOCIW3302,,,4418,3,1,0,Sociology of Gender,,
VIARR3416,,,62279,3,1,0,Printmaking I: Graphic No,,
MDESW2640,,,18246,3,1,0,Mod S Asia: Intro to Bollywood,,
KORNW4006,,,15003,5,2,0,Advanced Korean II,,
PHILV2800,,,22547,3,1,0,Animals and Eating,,
POLSW4365,,,61730,3,2,0,Design and Analysis-Sample Surveys,,
EEEBW3005,,,13011,3,1,0,Intro-Stat-Ecology and Evol Biol,,
EEEBW3015,,,16048,0,1,0,Intro-Stat-Ecolgy/Evol Bio-Lab,,
CLENW3770,,,16849,4,2,0,Beyond the Human,,
ENGLX3182,,,7443,3,1,0,American Fiction,,
ASTRC3646,,,20542,3,7,0,Observational Astronomy,,
PHILG9576,,,17702,3,1,0,The Philosophy of Space and Time,,
PHYSG6021,,,63457,3,1,0,Frontiers-Cond Matter Phys V,,
ENGLX3092,,,7793,1,1,0,The English Conference,,
CSERW3923,,,63321,4,1,0,Latino and Asian Amer Memoir,,
CSERW3935,,,23863,4,2,0,Hist of the Us-Mexico Border,,
FILMW3100,,,10031,3,1,0,American Film Hist 1930-1960,,
FILMW3110,,,81997,0,1,0,Amer Film Hist 1930-1960-,,
SPANX3148,,,3665,3,1,0,Lit and Pop Cltre Franco'S Spain,,
FILMW3203,,,17246,3,1,0,American Film Hist 1960-1990,,
FILMW3213,,,69279,0,1,0,Amer Film Hist 1960-1990-Disc,,
DNCEX1248,,,1615,0,2,0,Jazz Dance I,,
DNCEX2248,,,7489,1,1,0,Jazz Dance II,,
DNCEX2249,,,3436,0,2,0,Jazz Dance II,,
YIDDW3800,,,68463,3,2,0,Studies In Jewish Lang and ,,
A&HMY4350,,,51828,2,4,0,Piano Instruction: Non-Majors,,
MDESW1711,,,76861,4,3,0,Elementary Persian II,,
CHNSG5017,,,17885,3,2,0,Coll-Adv Mod Chinese Readings,,
BMENE6400,BMEN,6400,71246,3,17,0,Analysis and Quant of Med Images,,
JOURJ0008,,,67553,0,1,0,Lab Fee Reg,,
MGMTB8799,,,76886,3,3,0,Seminar In Management,,
SOCIW3238,,,65966,3,1,0,Sociology of Everyday Life,,
MDESW1712,,,14462,4,1,0,Intermediate Persian I,,
MDESW1713,,,62666,4,1,0,Intermediate Persian II,,
INAFU8537,,,29780,3,1,0,Climate Change Policy,,
SOCIV3247,,,3118,3,1,0,"Immigrant Experiences, Old/New",,
SWHLW3336,,,29573,4,2,0,Advanced Swahili II,,
ASTRC3102,,,14935,3,3,0,Planetary Dynamics and Physics,,
ENGLW3401,,,26030,3,1,0,African American Literature II,,
HISTW3449,,,60070,3,2,0,American Urban History,,
HISTW1002,,,66983,3,4,0,Anc Hist-Mesopotamia and Asia Minor,,
CPLTX3001,,,2326,3,1,0,Intro to Comparative Literatur,,
BIOLW3208,,,78247,3,1,0,Intro to Evolutionary Biology,,
MUSIW2516,,,10587,1,2,0,Intermedte Piano Instructn I,,
APPHE4090,APAM,4090,17302,3,10,0,Nanotechnology,,
FINCB9311,,,77479,3,1,0,(Phd) Financial Econometr,,
CHNSW4012,,,22307,4,2,0,Business Chinese I,,
MGMTB7510,,,15338,3,4,0,Managerial Negotiations,,
PSYCW2230,,,82498,3,2,0,Perception and Sensory Processes,,
ANTHV3926,,,61279,4,1,0,Rewriting Modernity,,
SOCIV2230,,,81760,3,3,0,Food and the Social Order,,
ELENE6906,ELEN,6906,92799,3,26,0,Low Dimensional Nanoelect,,
MATHG4077,,,66536,3,8,0,Computational Finance,,
QMSSG4063,,,71924,4,5,0,Data Visualization,,
BENGW1201,,,75508,4,1,0,Intermediate Bengali I,,
BENGW1202,,,74783,4,3,0,Intermediate Bengali II,,
PHILG4455,,,17746,3,3,0,Set Theory,,
EAASW4118,,,83453,3,2,0,Early Cinema of the 1970S,,
FINCB8323,,,20751,3,36,0,Asset Management,,
MATHW4052,,,93650,3,1,0,Introduction to Knot Theory,,
SPANW3462,,,15364,3,1,0,Span Grammar: Rules-Law/B,,
POLSW4895,,,68036,3,1,0,"War, Peace and Strategy",,
FRENW3240,,,69932,3,1,0,"Fren Lang,Soc,Cultre Thru Film",,
FRENW3578,,,19275,3,1,0,Proust,,
VIARR3130,,,78648,3,1,0,Ceramics I,,
A&HMY5166,,,51665,2,1,0,Instrumental Instructn: Guitar,,
CHEMG4145,,,25784,1,1,0,Nmr Spectroscopy,,
ANTHV3126,,,17299,3,1,0,Imagining the City,,
ENGLW3955,,,92070,4,1,0,Bildungsroman In Europe,,
MSAEE6230,APAM,6230,65795,3,2,0,Kinetics of Phase Transformatn,,
ANTHV3465,,,60045,3,3,0,"Women, Gender Pol-Muslim World",,
ANTHV3467,,,82044,0,3,0,Women/Gender-Muslim World-Disc,,
OCCTM8110,,,13300,1,1,0,Thesis Seminar,,
RELIV3720,,,29570,3,1,0,Religion and Its Critics,,
BUECB7210,,,74482,3,2,0,Media and Information Man,,
HISTW3412,,,61053,3,1,0,Revolutionary Amer 1750-1815,,
EAASG4830,,,23479,3,1,0,Images of Disasters,,
ENHSW4983,,,13098,4,1,0,Hacking the Archive,,
BUSIB8745,,,17314,1,2,0,Forecasting For Drug Developme,,
INAFU6042,,,24691,3,6,0,Energy Business and Econ,,
EESCW3018,,,63904,3,2,0,Weapons of Mass Destruction,,
WRITW3307,,,81763,3,1,0,Eccentrics and Outsiders,,
DRANB7835,,,77472,3,1,0,Security Pricing: Models,,
A&HMY4154,,,33832,2,1,0,Viola Inst: Non-Major,,
SOCIV3217,,,3603,3,1,0,Law and Society,,
MGMTB8518,,,13640,3,4,0,Introduction to Venturing,,
FINCB8320,,,70817,3,4,0,Applied Security Analysis II,,
INAFU8050,,,67147,3,4,0,Int'L Fixed Income: Adv Topics,,
FRENW4998,,,97850,2,1,0,Independent Study,,
URBSV3920,,,4844,4,1,0,Social Entrepreneurship,,
BUSIK4040,,,95941,3,1,0,Security Analysis,,
ARCHV3901,,,9761,4,1,0,Sr Sem: Architectre Critic,,
ECONW4230,,,68548,3,2,0,Economics of New York City,,
PHYSW1401,,,65609,3,199,0,Intro to Mechanics and Thermo,,
PHYSW1404,,,81771,0,175,0,Intro to Mech and Thermo - Rec,,
PHYSW1402,,,27629,3,234,0,Intro Elec/Magnetsm and Optcs,,
BUSIB8723,,,91699,3,1,0,Global Immersion: Leadership,,
MGMTB8538,,,65940,1,1,0,The Leader'S Voice: Communicat,,
MRKTB8625,,,17735,3,9,0,Defining and Developing W,,
ACTUK4850,,,88600,3,1,0,Oral Comm For Actuarial Prof,,
FINCB8390,,,71587,3,2,0,Hedge Fund Investment and Select,,
REGNU6535,,,67001,1,1,0,Geopolitics-Russian Oil and Gas,,
SPANW3490,,,66473,4,1,0,Latin Amer Humanities I (Eng),,
PHYSG6060,,,22818,3,1,0,Atomic Physics,,
EESCV3015,,,80998,3,2,0,The Earth'S Carbon Cycle,,
MRKTB8607,,,10206,3,13,0,Strategic Consumer Insigh,,
MRKTB8609,,,18947,1,1,0,Marketing of Financial Se,,
AHISV3464,,,13146,3,3,0,Later Italian Art,,
DROMB8130,IEOR,8130,78496,1,46,0,Applied Stat and Data Analysis,,
MRKTB9616,,,82950,3,2,0,(Phd) Bayesian Modeling and Comp,,
MUSIV3385,,,70888,3,1,0,Analysis of Popular Music,,
MUSIG4467,,,23338,3,1,0,Post-1965 Jazz,,
CPLSX3162,,,7073,3,2,0,Novella Cervantes to Kafka,,
FINNW1102,,,88596,4,2,0,Elementary Finnish II,,
FINNW1201,,,18358,4,2,0,Intermediate Finnish I,,
FINNW1202,,,76662,4,2,0,Intermediate Finnish II,,
FINNW3333,,,24192,3,1,0,Advanced Finnish I,,
FINNW3334,,,75703,3,1,0,Advanced Finnish II,,
SDEVW3410,,,16648,3,1,0,Urbanization and Sustainability,,
ENGLW3802,,,26541,3,1,0,Hist of the English Novel I,,
IEORE4732,IEOR,4732,25997,3,42,0,Comput Mthds-Derivatv,,
EAASW4009,,,72611,3,1,0,Intro-Classical Chinese Poetry,,
MUSIV3310,,,27445,3,1,0,Techniques of 20Th Cent M,,
POLSW3202,,,20221,3,1,0,Labor and American Politics,,
STATW3997,,,18498,3,2,0,Individual Research,,
EESCV1201,,,70177,3,1,0,Environmental Risks and Dis,,
BIOLG4075,,,15529,3,2,0,Biology At Physical Extremes,,
BIOLW4082,,,12997,4,1,0,Theor Found/Applc-Biophys Mthd,,
PSYCW2440,,,70576,3,1,0,Language and the Brain,,
BIOTW4160,,,71201,3,3,0,Biotechnology Law,,
CSERW3222,,,74856,3,1,0,Nature/Power: Envir Hist N Amer,,
LINGW4903,,,62254,3,1,0,Syntax,,
ENGLX3147,,,1084,4,1,0,Intro to Narrative Medici,,
EDUCX3052,,,4696,4,1,0,Math and the City,,
HISTX3567,,,7622,3,1,0,American Women In the 20Th C,,
ENGLX3104,,,4934,3,1,0,The Art of the Essay,,
EESCX3200,,,8331,3,1,0,Ecotoxicology,,
CNADK4130,,,90941,3,2,0,Green Technology and Leed,,
MDESW1612,,,24605,5,1,0,Intermediate Hindi-Urdu I,,
INAFU8689,,,76046,3,1,0,Global Financl Serv-21St Cent,,
POLSW3503,,,27523,3,1,0,Pol Econ of African Dvlpm,,
POLSW3630,,,22599,3,1,0,Politcs of Intl Econ Relations,,
POLSW3659,,,74995,3,2,0,Int Cooperation and Institutions,,
ENTHX3144,,,4866,4,1,0,Black Theatre,,
ASTRC1836,,,18671,3,1,0,Stars and Atoms,,
MUSIW4626,,,92448,3,1,0,Musical Instr In Elec/Comp Mus,,
SOCIW3225,,,62945,3,2,0,Sociology of Education,,
VIARR3001,,,81773,3,2,0,Drawing II - Mixed Media,,
ENMEE4115,CEEM,4115,11542,3,11,0,Micromech of Composite Mat,,
EESCW3010,,,93666,2,2,0,Field Geology,,
ENGLX3166,,,4530,3,2,0,17Th Century Prose and Po,,
CSERW3904,,,75286,4,1,0,Rumor and Racial Conflict,,
GRKMV1201,,,62478,4,1,0,Intermediate Modern Greek I,,
GRKMW1211,,,75547,1,1,0,Inter Modern Greek Conversatn,,
PSYCW2220,,,23694,3,1,0,Cognition: Memory and Stres,,
HISTW3630,,,21082,3,1,0,American Jewish History,,
HISTW3491,,,16850,3,1,0,Us Foreign Relations 1890-1970,,
CSERW3701,,,23153,4,2,0,Us-Latino Cultural Production,,
BUSIK3999,,,67997,3,2,0,Independent Research,,
FINCB9302,,,23776,3,2,0,(Phd) Finance Theory I,,
CSERW3911,,,17854,4,1,0,Issu-Mod Natv Amer Tribal Govt,,
